,book_id,title,num_of_pages,Language,Authors,Publisher,CountsOfReview,Rating,image_url,Publish Date
352,11991,The Fall,147,eng,Albert Camus,Vintage,1805,4.04,https://images.gr-assets.com/books/1467904855m/11991.jpg,1991-05-07
140,4979,A Man Without a Country,160,eng,Kurt Vonnegut Jr.,Random House Trade Paperbacks,2075,4.07,https://images.gr-assets.com/books/1330997432m/4979.jpg,2007-01-16
173,5452,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood #3),338,eng,Ann Brashares,Ember,1298,3.83,https://images.gr-assets.com/books/1320473346m/5452.jpg,2006-06-13
6,28,Notes from a Small Island,324,eng,Bill Bryson,William Morrow Paperbacks,3335,3.92,https://images.gr-assets.com/books/1479653223m/28.jpg,1997-05-28
559,23219,Queen of Babble (Queen of Babble #1),309,eng,Meg Cabot,William Morrow,1699,3.69,https://images.gr-assets.com/books/1371049249m/23219.jpg,2006-05-23
344,11623,The Unabridged Journals of Sylvia Plath,732,eng,Sylvia Plath,Anchor,488,4.31,https://images.gr-assets.com/books/1473939372m/11623.jpg,2000-10-17
73,2371,The Johnstown Flood,302,eng,David McCullough,Peter Smith Publisher,1209,4.11,https://images.gr-assets.com/books/1313667349m/2371.jpg,1990-01-01
595,25017,Krakatoa: The Day the World Exploded: August 27 1883,464,eng,Simon Winchester,Harper Perennial,1081,3.87,https://images.gr-assets.com/books/1407108467m/25017.jpg,2005-07-05
299,10572,A Clash of Kings (A Song of Ice and Fire #2),969,eng,George R.R. Martin,Bantam,16641,4.41,https://images.gr-assets.com/books/1358254974m/10572.jpg,2002-05-28
420,14743,The God Delusion,374,eng,Richard Dawkins,Houghton Mifflin Co. (Boston/NY),6270,3.9,https://images.gr-assets.com/books/1347220693m/14743.jpg,2006-10-18
145,5094,The Drawing of the Three (The Dark Tower #2),463,eng,Stephen King,Signet,5198,4.23,https://images.gr-assets.com/books/1370918050m/5094.jpg,2003-08-05
234,7673,Eaters of the Dead,304,eng,Michael Crichton,Avon,1107,3.67,https://images.gr-assets.com/books/1388369310m/7673.jpg,2006-08-29
220,6870,Enduring Love,245,eng,Ian McEwan,Vintage,1524,3.63,https://images.gr-assets.com/books/1313656531m/6870.jpg,2004-10-28
651,28923,When We Were Orphans,320,eng,Kazuo Ishiguro,Faber & Faber,1701,3.49,https://images.gr-assets.com/books/1465820100m/28923.jpg,2007-12-01
359,12296,The Scarlet Letter,279,eng,Nathaniel Hawthorne,Penguin Books,10527,3.4,https://images.gr-assets.com/books/1404810944m/12296.jpg,2003-02-27
132,4887,The Drama of the Gifted Child: The Search for the True Self,144,eng,Alice   Miller,Basic Books,637,4.09,https://images.gr-assets.com/books/1339395245m/4887.jpg,2008-07-22
422,14891,A Tree Grows in Brooklyn,496,eng,Betty  Smith,HarperCollins Publishers,16309,4.26,https://images.gr-assets.com/books/1327883484m/14891.jpg,2006-05-30
767,38262,Moll Flanders,339,eng,Daniel Defoe,Wordsworth Editions,984,3.52,https://images.gr-assets.com/books/1338130955m/38262.jpg,1993-10-05
477,17683,Dead Beat (The Dresden Files #7),517,eng,Jim Butcher,Roc,2790,4.43,https://images.gr-assets.com/books/1345667776m/17683.jpg,2006-01-01
41,1067,1776,386,eng,David McCullough,Simon  Schuster,6288,4.07,https://images.gr-assets.com/books/1306787560m/1067.jpg,2006-07-04
530,21611,The Forever War (The Forever War #1),278,eng,Joe Haldeman,Voyager,4065,4.15,https://images.gr-assets.com/books/1386852511m/21611.jpg,2003-09-02
108,3832,Cover Her Face (Adam Dalgliesh #1),250,eng,P.D. James,Scribner,970,3.93,https://images.gr-assets.com/books/1298412294m/3832.jpg,2001-05-08
785,39795,The Dogs of Riga (Kurt Wallander #2),326,eng,Henning Mankell,Vintage Crime/Black Lizard,1022,3.72,https://images.gr-assets.com/books/1341858828m/39795.jpg,2004-04-13
56,1625,Twelfth Night,272,eng,William Shakespeare,Simon Schuster,2548,3.98,https://images.gr-assets.com/books/1416628008m/1625.jpg,2004-07-01
630,28249,The Magicians' Guild (Black Magician Trilogy #1),467,eng,Trudi Canavan,Orbit,1585,3.95,https://images.gr-assets.com/books/1327356788m/28249.jpg,2004-01-31
436,15836,Fugitive Pieces,304,eng,Anne Michaels,Vintage,958,3.93,https://images.gr-assets.com/books/1327866798m/15836.jpg,1998-05-26
712,32979,The Secret of the Old Clock (Nancy Drew Mystery Stories #1),210,eng,Carolyn Keene,Applewood Books,2155,3.99,https://images.gr-assets.com/books/1351534678m/32979.jpg,1991-09-01
24,656,War and Peace,1392,eng,Leo Tolstoy,Oxford University Press,6350,4.12,https://images.gr-assets.com/books/1413215930m/656.jpg,1998-06-25
449,16299,And Then There Were None,264,eng,Agatha Christie,St. Martin's Press,19367,4.26,https://images.gr-assets.com/books/1391120695m/16299.jpg,2004-05-03
396,13821,Lord of Light,296,eng,Roger Zelazny,Harper Voyager,1118,4.1,https://images.gr-assets.com/books/1330127327m/13821.jpg,2010-03-30
779,38980,The Princess Diaries (The Princess Diaries #1),283,eng,Meg Cabot,Turtleback,4198,3.79,https://images.gr-assets.com/books/1355011082m/38980.jpg,2001-07-01
51,1426,Warrior of the Light,142,en-US,Paulo Coelho,HarperOne,958,3.7,https://images.gr-assets.com/books/1359135200m/1426.jpg,2004-03-30
375,13006,Julius Caesar,128,eng,William Shakespeare,"Oxford University Press, USA",2644,3.68,https://images.gr-assets.com/books/1354574927m/13006.jpg,2002-10-17
790,40289,The Abyss,363,eng,Orson Scott Card,Legend,111,4.07,https://images.gr-assets.com/books/1225165505m/40289.jpg,1989-10-05
552,22421,Transmetropolitan Vol. 4: The New Scum,133,eng,Warren Ellis,Vertigo,149,4.39,https://images.gr-assets.com/books/1452027299m/22421.jpg,2000-09-01
264,9300,Watermelon (Walsh Family #1),520,eng,Marian Keyes,Arrow,1251,3.78,https://images.gr-assets.com/books/1345767584m/9300.jpg,2005-07-07
590,24814,It's a Magical World (Calvin and Hobbes #11),176,eng,Bill Watterson,Andrews McMeel Publishing,304,4.76,https://images.gr-assets.com/books/1437420710m/24814.jpg,1996-09-01
594,24965,Fear and Trembling,160,eng,Søren Kierkegaard,Penguin Books,579,4.0,https://images.gr-assets.com/books/1309286516m/24965.jpg,2006-05-30
740,34510,Moving Pictures (Discworld #10; Industrial Revolution #1),396,eng,Terry Pratchett,Corgi,836,3.94,https://images.gr-assets.com/books/1320456553m/34510.jpg,2005-04-01
323,10990,Lord John and the Private Matter (Lord John Grey #1),368,eng,Diana Gabaldon,Seal,1343,3.7,https://images.gr-assets.com/books/1320485657m/10990.jpg,2005-10-04
18,400,Libra,480,eng,Don DeLillo,Penguin,572,3.99,https://images.gr-assets.com/books/1327935630m/400.jpg,1991-05-01
621,27208,The Third Policeman,200,eng,Flann O'Brien,Dalkey Archive Press,1198,4.01,https://images.gr-assets.com/books/1343027425m/27208.jpg,1999-03-01
448,16286,The Magus,656,eng,John Fowles,Back Bay Books,1943,4.05,https://images.gr-assets.com/books/1441323311m/16286.jpg,2001-01-04
83,2767,A People's History of the United States,729,eng,Howard Zinn,Harper Perennial,4761,4.08,https://images.gr-assets.com/books/1494279423m/2767.jpg,2005-08-02
61,1990,Martin Chuzzlewit,830,eng,Charles Dickens,Penguin Classics,396,3.83,https://images.gr-assets.com/books/1334392783m/1990.jpg,1999-11-25
272,9516,Persepolis: The Story of a Childhood (Persepolis #1),153,eng,Marjane Satrapi,Pantheon,8249,4.25,https://images.gr-assets.com/books/1425871473m/9516.jpg,2004-06-01
285,9865,The Moor's Last Sigh,434,eng,Salman Rushdie,Vintage,454,3.93,https://images.gr-assets.com/books/1359386233m/9865.jpg,1996-07-04
351,11901,The Witching Hour (Lives of the Mayfair Witches #1),1207,eng,Anne Rice,Arrow,2596,4.11,https://images.gr-assets.com/books/1327289387m/11901.jpg,2004-11-04
428,15195,The Complete Maus,296,eng,Art Spiegelman,Penguin Books,6147,4.55,https://images.gr-assets.com/books/1327354180m/15195.jpg,2003-10-02
718,33455,Island of the Sequined Love Nun,325,eng,Christopher Moore,Harper Perennial,1257,3.8,https://images.gr-assets.com/books/1168444146m/33455.jpg,2004-05-25
182,5693,Selected Stories of Anton Chekhov,467,eng,Anton Chekhov,Modern Library,473,4.36,https://images.gr-assets.com/books/1491936310m/5693.jpg,2000-10-31
355,12017,Inversions (Culture #6),343,eng,Iain M. Banks,Pocket Books,350,3.92,https://images.gr-assets.com/books/1288930844m/12017.jpg,2001-05-01
535,21719,Kisscut (Grant County #2),436,eng,Karin Slaughter,HarperTorch,1120,4.09,https://images.gr-assets.com/books/1348096108m/21719.jpg,2003-09-30
223,7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),227,eng,Alexander McCall Smith,Random House Anchor,1513,3.98,https://images.gr-assets.com/books/1379303019m/7035.jpg,2002-11-12
821,42661,The Fall of Berlin 1945,490,eng,Antony Beevor,Penguin Books,338,4.3,https://images.gr-assets.com/books/1312049741m/42661.jpg,2003-04-29
650,28922,An Artist of the Floating World,206,eng,Kazuo Ishiguro,Faber and Faber,1176,3.76,https://images.gr-assets.com/books/1327786035m/28922.jpg,2005-03-03
361,12395,Journey to the End of the Night,453,eng,Louis-Ferdinand Céline,New Directions,897,4.23,https://images.gr-assets.com/books/1462934409m/12395.jpg,2006-05-17
412,14295,Pastoralia,188,eng,George Saunders,Bloomsbury Publishing,939,4.11,https://images.gr-assets.com/books/1348067120m/14295.jpg,2001-09-08
746,34988,The Scions of Shannara (Heritage of Shannara #1),512,eng,Terry Brooks,Orbit,257,3.99,https://images.gr-assets.com/books/1429347355m/34988.jpg,2006-10-05
529,21362,Seize the Night (Moonlight Bay #2),12,eng,Dean Koontz,Random House Audio Publishing Group,395,4.08,https://images.gr-assets.com/books/1382311797m/21362.jpg,1998-12-29
176,5481,Brave New World Revisited,123,eng,Aldous Huxley,Harper Perennial Modern Classics,751,3.95,https://images.gr-assets.com/books/1410136964m/5481.jpg,2006-09-05
581,24769,Blue Noon (Midnighters #3),384,eng,Scott Westerfeld,Eos,720,3.85,https://images.gr-assets.com/books/1315537301m/24769.jpg,2007-02-06
813,41977,Circle of Friends,722,eng,Maeve Binchy,Arrow,1409,4.03,https://images.gr-assets.com/books/1342486126m/41977.jpg,2006-06-01
163,5296,An Ideal Husband,78,eng,Oscar Wilde,Dover Publications,910,4.04,https://images.gr-assets.com/books/1417045098m/5296.jpg,2001-02-05
248,8155,A Woman of Substance (Emma Harte Saga #1),928,eng,Barbara Taylor Bradford,Griffin,587,4.18,https://images.gr-assets.com/books/1330029941m/8155.jpg,2005-12-01
713,33144,Paint it Black,387,eng,Janet Fitch,Little Brown and Company,981,3.48,https://images.gr-assets.com/books/1288972477m/33144.jpg,2006-09-01
761,37451,You Know You Love Me (Gossip Girl #2),240,en-US,Cecily von Ziegesar,Poppy,655,3.52,https://images.gr-assets.com/books/1388599269m/37451.jpg,2002-09-01
74,2442,Witches Abroad (Discworld #12; Witches #3),374,eng,Terry Pratchett,HarperTorch,1284,4.22,https://images.gr-assets.com/books/1403326937m/2442.jpg,2002-07-30
113,3977,Endymion (Hyperion Cantos #3),563,eng,Dan Simmons,Bantam Spectra,1125,4.17,https://images.gr-assets.com/books/1329611385m/3977.jpg,1996-12-01
578,24431,Trickster's Choice (Daughter of the Lioness #1),453,eng,Tamora Pierce,Scholastic Press,802,4.27,https://images.gr-assets.com/books/1395898571m/24431.jpg,2004-09-17
671,30260,A Fistful of Charms (The Hollows #4),510,eng,Kim Harrison,HarperTorch,1113,4.29,https://images.gr-assets.com/books/1348805978m/30260.jpg,2006-06-27
104,3686,Truth and Beauty,257,eng,Ann Patchett,Harper Perennial,2688,3.95,https://images.gr-assets.com/books/1410140355m/3686.jpg,2005-04-05
114,3985,The Amazing Adventures of Kavalier & Clay,639,eng,Michael Chabon,Picador USA,9201,4.18,https://images.gr-assets.com/books/1479660066m/3985.jpg,2001-08-25
362,12468,The Executioner's Song,1056,eng,Norman Mailer,Vintage Books USA,963,4.06,https://images.gr-assets.com/books/1325755176m/12468.jpg,1998-04-28
92,3388,Corelli's Mandolin,437,eng,Louis de Bernières,Vintage,1802,3.98,https://images.gr-assets.com/books/1479680795m/3388.jpg,1995-08-29
722,33507,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages #6),394,eng,Jules Verne,Barnes & Noble,3144,3.88,https://images.gr-assets.com/books/1494979127m/33507.jpg,2002-04-01
